0 1
1 0.673437500000000
2 0.470471191406250
3 0.347649288177491
4 0.276796022802592
5 0.239641171036056
6 0.224337634343692
7 0.223203309769738
8 0.231256833678814
9 0.245268103088606
10 0.263142598096518
11 0.283522153453211
12 0.305526083879816
13 0.328583320015818
14 0.352323559072757
15 0.376506682836241
16 0.400976989651625
17 0.425633516727226
18 0.450410796002811
19 0.475266375533073
20 0.500172727884727
21 0.525112003237752
22 0.550072627099480
23 0.575047094134819
24 0.600030537603047
25 0.625019801726976
26 0.650012840182336
27 0.675008326055733
28 0.700005398926765
29 0.725003500866574
30 0.750002270093169
31 0.775001472013540
32 0.800000954508780
33 0.825000618939287
34 0.850000401343444
35 0.875000260246140
36 0.900000168753356
37 0.925000109426005
38 0.950000070955925
39 0.975000046010483
40 1.00000002983492
