0 1
1 1.05000000000000
2 1.10190000000000
3 1.15577600000000
4 1.21170704000000
5 1.26977532160000
6 1.33006633446400
7 1.39266898784256
8 1.45767574735626
9 1.52518277725051
10 1.59529008834053
11 1.66810169187415
12 1.74372575954912
13 1.82227478993109
14 1.90386578152833
15 1.98862041278946
16 2.07666522930104
17 2.16813183847308
18 2.26315711201201
19 2.36188339649249
20 2.46445873235219
21 2.57103708164627
22 2.68177856491212
23 2.79684970750861
24 2.91642369580895
25 3.04068064364131
26 3.16980786938696
27 3.30400018416244
28 3.44346019152894
29 3.58839859919010
30 3.73903454315770
31 3.89559592488401
32 4.05831976187937
33 4.22745255235454
34 4.40325065444873
35 4.58598068062667
36 4.77591990785174
37 4.97335670416581
38 5.17859097233244
39 5.39193461122574
40 5.61371199567477
41 5.84426047550176
42 6.08393089452183
43 6.33308813030271
44 6.59211165551481
45 6.86139612173541
46 7.14135196660482
47 7.43240604526902
48 7.73500228707978
49 8.04960237856297
50 8.37668647370549
